strain_id,strain_name,strain_description,parents,background,mat,genotype,allele_id,gene_id,freezer,shelf,rack,pullout,insert,row,column,owner,date,publications,tags,strain_notes,warnings,filemaker
rec17305,dal3,alpha-haploid KanMX disruption of DAL3 (S000001471) in BY background,NA,BY4742,alpha,NA,S000001471-KanMX,S000001471,,,,,,,,,,,,NA,,
rec17306,yir043c,alpha-haploid KanMX disruption of YIR043C (S000001482) in BY background,NA,BY4742,alpha,NA,S000001482-KanMX,S000001482,,,,,,,,,,,,NA,,
rec17307,yir044c,alpha-haploid KanMX disruption of YIR044C (S000001483) in BY background,NA,BY4742,alpha,NA,S000001483-KanMX,S000001483,,,,,,,,,,,,NA,,
rec17308,yjr003c,alpha-haploid KanMX disruption of YJR003C (S000003763) in BY background,NA,BY4742,alpha,NA,S000003763-KanMX,S000003763,,,,,,,,,,,,NA,,
rec17310,hit1,alpha-haploid KanMX disruption of HIT1 (S000003816) in BY background,NA,BY4742,alpha,NA,S000003816-KanMX,S000003816,,,,,,,,,,,,NA,,
rec17311,mdm35,alpha-haploid KanMX disruption of MDM35 (S000007243) in BY background,NA,BY4742,alpha,NA,S000007243-KanMX,S000007243,,,,,,,,,,,,NA,,
rec17312,gex2,alpha-haploid KanMX disruption of GEX2 (S000001814) in BY background,NA,BY4742,alpha,NA,S000001814-KanMX,S000001814,,,,,,,,,,,,NA,,
rec17314,spg5,alpha-haploid KanMX disruption of SPG5 (S000004803) in BY background,NA,BY4742,alpha,NA,S000004803-KanMX,S000004803,,,,,,,,,,,,NA,,
rec17315,sno4,alpha-haploid KanMX disruption of SNO4 (S000004941) in BY background,NA,BY4742,alpha,NA,S000004941-KanMX,S000004941,,,,,,,,,,,,NA,,
rec17316,srv2,alpha-haploid KanMX disruption of SRV2 (S000005082) in BY background,NA,BY4742,alpha,NA,S000005082-KanMX,S000005082,,,,,,,,,,,,rg slow grow;slow grow ;rg slow grow;slow grow;,,
rec17317,ynl140c,alpha-haploid KanMX disruption of YNL140C (S000005084) in BY background,NA,BY4742,alpha,NA,S000005084-KanMX,S000005084,,,,,,,,,,,,NA,,
rec17318,mep2,alpha-haploid KanMX disruption of MEP2 (S000005086) in BY background,NA,BY4742,alpha,NA,S000005086-KanMX,S000005086,,,,,,,,,,,,NA,,
rec17319,atp11,alpha-haploid KanMX disruption of ATP11 (S000005259) in BY background,NA,BY4742,alpha,NA,S000005259-KanMX,S000005259,,,,,,,,,,,,NA,,
rec17320,gre2,alpha-haploid KanMX disruption of GRE2 (S000005511) in BY background,NA,BY4742,alpha,NA,S000005511-KanMX,S000005511,,,,,,,,,,,,NA,,
rec17321,fre7,alpha-haploid KanMX disruption of FRE7 (S000005512) in BY background,NA,BY4742,alpha,NA,S000005512-KanMX,S000005512,,,,,,,,,,,,NA,,
rec17322,hpf1,alpha-haploid KanMX disruption of HPF1 (S000005515) in BY background,NA,BY4742,alpha,NA,S000005515-KanMX,S000005515,,,,,,,,,,,,NA,,
rec17323,rbl2,alpha-haploid KanMX disruption of RBL2 (S000005791) in BY background,NA,BY4742,alpha,NA,S000005791-KanMX,S000005791,,,,,,,,,,,,NA,,
rec17324,pnt1,alpha-haploid KanMX disruption of PNT1 (S000005792) in BY background,NA,BY4742,alpha,NA,S000005792-KanMX,S000005792,,,,,,,,,,,,NA,,
rec17325,hrk1,alpha-haploid KanMX disruption of HRK1 (S000005793) in BY background,NA,BY4742,alpha,NA,S000005793-KanMX,S000005793,,,,,,,,,,,,NA,,
rec17326,yor268c,alpha-haploid KanMX disruption of YOR268C (S000005794) in BY background,NA,BY4742,alpha,NA,S000005794-KanMX,S000005794,,,,,,,,,,,,NA,,
rec17327,pac1,alpha-haploid KanMX disruption of PAC1 (S000005795) in BY background,NA,BY4742,alpha,NA,S000005795-KanMX,S000005795,,,,,,,,,,,,NA,,
rec17328,vph1,alpha-haploid KanMX disruption of VPH1 (S000005796) in BY background,NA,BY4742,alpha,NA,S000005796-KanMX,S000005796,,,,,,,,,,,,NA,,
rec17329,fsf1,alpha-haploid KanMX disruption of FSF1 (S000005797) in BY background,NA,BY4742,alpha,NA,S000005797-KanMX,S000005797,,,,,,,,,,,,NA,,
rec17331,tpo4,alpha-haploid KanMX disruption of TPO4 (S000005799) in BY background,NA,BY4742,alpha,NA,S000005799-KanMX,S000005799,,,,,,,,,,,,NA,,
rec17332,mod5,alpha-haploid KanMX disruption of MOD5 (S000005800) in BY background,NA,BY4742,alpha,NA,S000005800-KanMX,S000005800,,,,,,,,,,,,NA,,
rec17333,rim20,alpha-haploid KanMX disruption of RIM20 (S000005801) in BY background,NA,BY4742,alpha,NA,S000005801-KanMX,S000005801,,,,,,,,,,,,NA,,
rec17334,caf20,alpha-haploid KanMX disruption of CAF20 (S000005802) in BY background,NA,BY4742,alpha,NA,S000005802-KanMX,S000005802,,,,,,,,,,,,NA,,
rec17335,mbf1,alpha-haploid KanMX disruption of MBF1 (S000007253) in BY background,NA,BY4742,alpha,NA,S000007253-KanMX,S000007253,,,,,,,,,,,,NA,,
rec17336,yor302w,alpha-haploid KanMX disruption of YOR302W (S000005828) in BY background,NA,BY4742,alpha,NA,S000005828-KanMX,S000005828,,,,,,,,,,,,NA,,
rec17337,cpa1,alpha-haploid KanMX disruption of CPA1 (S000005829) in BY background,NA,BY4742,alpha,NA,S000005829-KanMX,S000005829,,,,,,,,,,,,NA,,
rec17338,lsp1,alpha-haploid KanMX disruption of LSP1 (S000005925) in BY background,NA,BY4742,alpha,NA,S000005925-KanMX,S000005925,,,,,,,,,,,,NA,,
rec17339,irc15,alpha-haploid KanMX disruption of IRC15 (S000005938) in BY background,NA,BY4742,alpha,NA,S000005938-KanMX,S000005938,,,,,,,,,,,,NA,,
rec17340,sma1,alpha-haploid KanMX disruption of SMA1 (S000005948) in BY background,NA,BY4742,alpha,NA,S000005948-KanMX,S000005948,,,,,,,,,,,,NA,,
rec17341,ypl034w,alpha-haploid KanMX disruption of YPL034W (S000005955) in BY background,NA,BY4742,alpha,NA,S000005955-KanMX,S000005955,,,,,,,,,,,,NA,,
rec17342,pma2,alpha-haploid KanMX disruption of PMA2 (S000005957) in BY background,NA,BY4742,alpha,NA,S000005957-KanMX,S000005957,,,,,,,,,,,,NA,,
rec17343,atp4,alpha-haploid KanMX disruption of ATP4 (S000005999) in BY background,NA,BY4742,alpha,NA,S000005999-KanMX,S000005999,,,,,,,,,,,,NA,,
rec17344,gip3,alpha-haploid KanMX disruption of GIP3 (S000006058) in BY background,NA,BY4742,alpha,NA,S000006058-KanMX,S000006058,,,,,,,,,,,,NA,,
rec17345,gal1,alpha-haploid KanMX disruption of GAL1 (S000000224) in BY background,NA,BY4742,alpha,NA,S000000224-KanMX,S000000224,,,,,,,,,,,,NA,,
rec17346,pff1,alpha-haploid KanMX disruption of PFF1 (S000000278) in BY background,NA,BY4742,alpha,NA,S000000278-KanMX,S000000278,,,,,,,,,,,,NA,,
rec17347,ydr417c,alpha-haploid KanMX disruption of YDR417C (S000002825) in BY background,NA,BY4742,alpha,NA,S000002825-KanMX,S000002825,,,,,,,,,,,,NA,,
rec17362,rim15,alpha-haploid KanMX disruption of RIM15 (S000001861) in BY background,NA,BY4742,alpha,NA,S000001861-KanMX,S000001861,,,,,,,,,,,,NA,,
rec17364,yfl063w,alpha-haploid KanMX disruption of YFL063W (S000001831) in BY background,NA,BY4742,alpha,NA,S000001831-KanMX,S000001831,,,,,,,,,,,,NA,,
rec17367,gsm1,alpha-haploid KanMX disruption of GSM1 (S000003639) in BY background,NA,BY4742,alpha,NA,S000003639-KanMX,S000003639,,,,,,,,,,,,NA,,
rec17368,rpl6a,alpha-haploid KanMX disruption of RPL6A (S000004538) in BY background,NA,BY4742,alpha,NA,S000004538-KanMX,S000004538,,,,,,,,,,,,NA,,
rec17369,ynl011c,alpha-haploid KanMX disruption of YNL011C (S000004956) in BY background,NA,BY4742,alpha,NA,S000004956-KanMX,S000004956,,,,,,,,,,,,NA,,
rec17370,hef3,alpha-haploid KanMX disruption of HEF3 (S000004959) in BY background,NA,BY4742,alpha,NA,S000004959-KanMX,S000004959,,,,,,,,,,,,NA,,
rec17372,slm2,alpha-haploid KanMX disruption of SLM2 (S000004992) in BY background,NA,BY4742,alpha,NA,S000004992-KanMX,S000004992,,,,,,,,,,,,NA,,
rec17373,msg5,alpha-haploid KanMX disruption of MSG5 (S000004998) in BY background,NA,BY4742,alpha,NA,S000004998-KanMX,S000004998,,,,,,,,,,,,NA,,
rec17374,por1,alpha-haploid KanMX disruption of POR1 (S000005000) in BY background,NA,BY4742,alpha,NA,S000005000-KanMX,S000005000,,,,,,,,,,,,rg slow grow ;rg slow grow;,,
rec17375,arp5,alpha-haploid KanMX disruption of ARP5 (S000005004) in BY background,NA,BY4742,alpha,NA,S000005004-KanMX,S000005004,,,,,,,,,,,,rg growth ok ;slow grow ;rg growth ok ;slow grow;,,
rec17376,rpl16b,alpha-haploid KanMX disruption of RPL16B (S000005013) in BY background,NA,BY4742,alpha,NA,S000005013-KanMX,S000005013,,,,,,,,,,,,rg growth ok ;slow grow ;rg growth ok ;slow grow;,,
rec17377,snn1,alpha-haploid KanMX disruption of SNN1 (S000005030) in BY background,NA,BY4742,alpha,NA,S000005030-KanMX,S000005030,,,,,,,,,,,,NA,,
rec17378,ynl089c,alpha-haploid KanMX disruption of YNL089C (S000005033) in BY background,NA,BY4742,alpha,NA,S000005033-KanMX,S000005033,,,,,,,,,,,,NA,,
rec17379,rps7b,alpha-haploid KanMX disruption of RPS7B (S000005040) in BY background,NA,BY4742,alpha,NA,S000005040-KanMX,S000005040,,,,,,,,,,,,NA,,
rec17381,ynl109w,alpha-haploid KanMX disruption of YNL109W (S000005053) in BY background,NA,BY4742,alpha,NA,S000005053-KanMX,S000005053,,,,,,,,,,,,NA,,
rec17382,cyb5,alpha-haploid KanMX disruption of CYB5 (S000005055) in BY background,NA,BY4742,alpha,NA,S000005055-KanMX,S000005055,,,,,,,,,,,,NA,,
rec17383,lsm7,alpha-haploid KanMX disruption of LSM7 (S000005091) in BY background,NA,BY4742,alpha,NA,S000005091-KanMX,S000005091,,,,,,,,,,,,rg growth ok ;slow grow ;rg growth ok ;slow grow;,,
rec17384,ade12,alpha-haploid KanMX disruption of ADE12 (S000005164) in BY background,NA,BY4742,alpha,NA,S000005164-KanMX,S000005164,,,,,,,,,,,,rg slow grow;slow grow ;rg slow grow;slow grow;,,
rec17385,lyp1,alpha-haploid KanMX disruption of LYP1 (S000005212) in BY background,NA,BY4742,alpha,NA,S000005212-KanMX,S000005212,,,,,,,,,,,,NA,,
rec17386,mrpl10,alpha-haploid KanMX disruption of MRPL10 (S000005228) in BY background,NA,BY4742,alpha,NA,S000005228-KanMX,S000005228,,,,,,,,,,,,NA,,
rec17387,atp11,alpha-haploid KanMX disruption of ATP11 (S000005259) in BY background,NA,BY4742,alpha,NA,S000005259-KanMX,S000005259,,,,,,,,,,,,rg growth ok ;slow grow ;rg growth ok ;slow grow;,,
rec17389,abz1,alpha-haploid KanMX disruption of ABZ1 (S000005316) in BY background,NA,BY4742,alpha,NA,S000005316-KanMX,S000005316,,,,,,,,,,,,rg growth ok ;slow grow ;rg growth ok ;slow grow;,,
rec17390,spt20,alpha-haploid KanMX disruption of SPT20 (S000005508) in BY background,NA,BY4742,alpha,NA,S000005508-KanMX,S000005508,,,,,,,,,,,,NA,,
rec17391,gre2,alpha-haploid KanMX disruption of GRE2 (S000005511) in BY background,NA,BY4742,alpha,NA,S000005511-KanMX,S000005511,,,,,,,,,,,,NA,,
rec17392,fre7,alpha-haploid KanMX disruption of FRE7 (S000005512) in BY background,NA,BY4742,alpha,NA,S000005512-KanMX,S000005512,,,,,,,,,,,,NA,,
rec17394,aim44,alpha-haploid KanMX disruption of AIM44 (S000006079) in BY background,NA,BY4742,alpha,NA,S000006079-KanMX,S000006079,,,,,,,,,,,,NA,,
rec17395,rtc6,alpha-haploid KanMX disruption of RTC6 (S000007224) in BY background,NA,BY4742,alpha,NA,S000007224-KanMX,S000007224,,,,,,,,,,,,rg growth ok ;slow grow ;rg growth ok ;slow grow;,,
rec17396,ddc1,alpha-haploid KanMX disruption of DDC1 (S000006115) in BY background,NA,BY4742,alpha,NA,S000006115-KanMX,S000006115,,,,,,,,,,,,NA,,
rec17399,ypr011c,alpha-haploid KanMX disruption of YPR011C (S000006215) in BY background,NA,BY4742,alpha,NA,S000006215-KanMX,S000006215,,,,,,,,,,,,NA,,
rec17400,agc1,alpha-haploid KanMX disruption of AGC1 (S000006225) in BY background,NA,BY4742,alpha,NA,S000006225-KanMX,S000006225,,,,,,,,,,,,NA,,
rec17401,mdm36,alpha-haploid KanMX disruption of MDM36 (S000006287) in BY background,NA,BY4742,alpha,NA,S000006287-KanMX,S000006287,,,,,,,,,,,,NA,,
rec17403,nvj2,alpha-haploid KanMX disruption of NVJ2 (S000006295) in BY background,NA,BY4742,alpha,NA,S000006295-KanMX,S000006295,,,,,,,,,,,,NA,,
rec17405,mri1,alpha-haploid KanMX disruption of MRI1 (S000006322) in BY background,NA,BY4742,alpha,NA,S000006322-KanMX,S000006322,,,,,,,,,,,,NA,,
rec17406,tom5,alpha-haploid KanMX disruption of TOM5 (S000006433) in BY background,NA,BY4742,alpha,NA,S000006433-KanMX,S000006433,,,,,,,,,,,,rg growth ok ;slow grow ;rg growth ok ;slow grow;,,
rec17407,sue1,alpha-haploid KanMX disruption of SUE1 (S000006355) in BY background,NA,BY4742,alpha,NA,S000006355-KanMX,S000006355,,,,,,,,,,,,NA,,
rec17408,set1,alpha-haploid KanMX disruption of SET1 (S000001161) in BY background,NA,NA,alpha,NA,S000001161-KanMX,S000001161,,,,,,,,,,,,NA,,
rec17409,ynl208w,alpha-haploid KanMX disruption of YNL208W (S000005152) in BY background,NA,NA,alpha,NA,S000005152-KanMX,S000005152,,,,,,,,,,,,NA,,
rec17410,pdr5,alpha-haploid KanMX disruption of PDR5 (S000005679) in BY background,NA,NA,alpha,NA,S000005679-KanMX,S000005679,,,,,,,,,,,,NA,,
rec17441,yal016c-b,alpha-haploid KanMX disruption of YAL016C-B (S000028528) in BY background,NA,NA,alpha,NA,S000028528-KanMX,S000028528,,,,,,,,,,,,NA,,
rec17442,yal037c-a,alpha-haploid KanMX disruption of YAL037C-A (S000028732) in BY background,NA,NA,alpha,NA,S000028732-KanMX,S000028732,,,,,,,,,,,,NA,,
rec17443,yal067w-a,alpha-haploid KanMX disruption of YAL067W-A (S000028593) in BY background,NA,NA,alpha,NA,S000028593-KanMX,S000028593,,,,,,,,,,,,NA,,
rec17444,yar035c-a,alpha-haploid KanMX disruption of YAR035C-A (S000028595) in BY background,NA,NA,alpha,NA,S000028595-KanMX,S000028595,,,,,,,,,,,,NA,,
rec17445,ybl008w-a,alpha-haploid KanMX disruption of YBL008W-A (S000028529) in BY background,NA,NA,alpha,NA,S000028529-KanMX,S000028529,,,,,,,,,,,,NA,,
rec17446,ybl029c-a,alpha-haploid KanMX disruption of YBL029C-A (S000007591) in BY background,NA,NA,alpha,NA,S000007591-KanMX,S000007591,,,,,,,,,,,,NA,,
rec17447,ybl039w-b,alpha-haploid KanMX disruption of YBL039W-B (S000028517) in BY background,NA,NA,alpha,NA,S000028517-KanMX,S000028517,,,,,,,,,,,,NA,,
rec17448,ybl071c-b,alpha-haploid KanMX disruption of YBL071C-B (S000028597) in BY background,NA,NA,alpha,NA,S000028597-KanMX,S000028597,,,,,,,,,,,,NA,,
rec17449,kti11,alpha-haploid KanMX disruption of KTI11 (S000007587) in BY background,NA,NA,alpha,NA,S000007587-KanMX,S000007587,,,,,,,,,,,,NA,,
rec17450,ybl100w-c,alpha-haploid KanMX disruption of YBL100W-C (S000028598) in BY background,NA,NA,alpha,NA,S000028598-KanMX,S000028598,,,,,,,,,,,,NA,,
rec17451,ybr056w-a,alpha-haploid KanMX disruption of YBR056W-A (S000028736) in BY background,NA,NA,alpha,NA,S000028736-KanMX,S000028736,,,,,,,,,,,,NA,,
rec17452,tsc3,alpha-haploid KanMX disruption of TSC3 (S000007521) in BY background,NA,NA,alpha,NA,S000007521-KanMX,S000007521,,,,,,,,,,,,NA,,
rec17453,ybr072c-a,alpha-haploid KanMX disruption of YBR072C-A (S000028532) in BY background,NA,NA,alpha,NA,S000028532-KanMX,S000028532,,,,,,,,,,,,NA,,
rec17454,ybr085c-a,alpha-haploid KanMX disruption of YBR085C-A (S000007522) in BY background,NA,NA,alpha,NA,S000007522-KanMX,S000007522,,,,,,,,,,,,NA,,
rec17455,sus1,alpha-haploid KanMX disruption of SUS1 (S000028510) in BY background,NA,NA,alpha,NA,S000028510-KanMX,S000028510,,,,,,,,,,,,NA,,
rec17456,ybr182c-a,alpha-haploid KanMX disruption of YBR182C-A (S000028603) in BY background,NA,NA,alpha,NA,S000028603-KanMX,S000028603,,,,,,,,,,,,NA,,
rec17457,ybr196c-a,alpha-haploid KanMX disruption of YBR196C-A (S000028534) in BY background,NA,NA,alpha,NA,S000028534-KanMX,S000028534,,,,,,,,,,,,NA,,
rec17458,ybr196c-b,alpha-haploid KanMX disruption of YBR196C-B (S000028816) in BY background,NA,NA,alpha,NA,S000028816-KanMX,S000028816,,,,,,,,,,,,NA,,
rec17459,ybr200w-a,alpha-haploid KanMX disruption of YBR200W-A (S000028535) in BY background,NA,NA,alpha,NA,S000028535-KanMX,S000028535,,,,,,,,,,,,NA,,
rec17460,ybr221w-a,alpha-haploid KanMX disruption of YBR221W-A (S000028817) in BY background,NA,NA,alpha,NA,S000028817-KanMX,S000028817,,,,,,,,,,,,NA,,
rec17462,ybr296c-a,alpha-haploid KanMX disruption of YBR296C-A (S000028605) in BY background,NA,NA,alpha,NA,S000028605-KanMX,S000028605,,,,,,,,,,,,NA,,
rec17463,ycl001w-b,alpha-haploid KanMX disruption of YCL001W-B (S000007596) in BY background,NA,NA,alpha,NA,S000007596-KanMX,S000007596,,,,,,,,,,,,NA,,
rec17464,mic10,alpha-haploid KanMX disruption of MIC10 (S000007547) in BY background,NA,NA,alpha,NA,S000007547-KanMX,S000007547,,,,,,,,,,,,NA,,
rec17466,ycr075w-a,alpha-haploid KanMX disruption of YCR075W-A (S000028519) in BY background,NA,NA,alpha,NA,S000028519-KanMX,S000028519,,,,,,,,,,,,NA,,
rec17467,ydl085c-a,alpha-haploid KanMX disruption of YDL085C-A (S000007588) in BY background,NA,NA,alpha,NA,S000007588-KanMX,S000007588,,,,,,,,,,,,NA,,
rec17468,ydl159w-a,alpha-haploid KanMX disruption of YDL159W-A (S000007599) in BY background,NA,NA,alpha,NA,S000007599-KanMX,S000007599,,,,,,,,,,,,NA,,
rec17469,mhf2,alpha-haploid KanMX disruption of MHF2 (S000028520) in BY background,NA,NA,alpha,NA,S000028520-KanMX,S000028520,,,,,,,,,,,,NA,,
rec17470,ydr003w-a,alpha-haploid KanMX disruption of YDR003W-A (S000028819) in BY background,NA,NA,alpha,NA,S000028819-KanMX,S000028819,,,,,,,,,,,,NA,,
rec17472,ydr034w-b,alpha-haploid KanMX disruption of YDR034W-B (S000007234) in BY background,NA,NA,alpha,NA,S000007234-KanMX,S000007234,,,,,,,,,,,,NA,,
rec17473,tfb5,alpha-haploid KanMX disruption of TFB5 (S000007603) in BY background,NA,NA,alpha,NA,S000007603-KanMX,S000007603,,,,,,,,,,,,NA,,
rec17474,ydr169c-a,alpha-haploid KanMX disruption of YDR169C-A (S000028538) in BY background,NA,NA,alpha,NA,S000028538-KanMX,S000028538,,,,,,,,,,,,NA,,
rec17475,ydr182w-a,alpha-haploid KanMX disruption of YDR182W-A (S000028539) in BY background,NA,NA,alpha,NA,S000028539-KanMX,S000028539,,,,,,,,,,,,NA,,
rec17476,ydr194w-a,alpha-haploid KanMX disruption of YDR194W-A (S000028541) in BY background,NA,NA,alpha,NA,S000028541-KanMX,S000028541,,,,,,,,,,,,NA,,
rec17477,ydr246w-a,alpha-haploid KanMX disruption of YDR246W-A (S000028542) in BY background,NA,NA,alpha,NA,S000028542-KanMX,S000028542,,,,,,,,,,,,NA,,
rec17479,tim11,alpha-haploid KanMX disruption of TIM11 (S000007255) in BY background,NA,NA,alpha,NA,S000007255-KanMX,S000007255,,,,,,,,,,,,NA,,
rec17480,sdh6,alpha-haploid KanMX disruption of SDH6 (S000007605) in BY background,NA,NA,alpha,NA,S000007605-KanMX,S000007605,,,,,,,,,,,,NA,,
rec17481,ydr524c-b,alpha-haploid KanMX disruption of YDR524C-B (S000028739) in BY background,NA,NA,alpha,NA,S000028739-KanMX,S000028739,,,,,,,,,,,,NA,,
rec17482,ydr524w-c,alpha-haploid KanMX disruption of YDR524W-C (S000028740) in BY background,NA,NA,alpha,NA,S000028740-KanMX,S000028740,,,,,,,,,,,,NA,,
rec17484,som1,alpha-haploid KanMX disruption of SOM1 (S000002954) in BY background,NA,NA,alpha,NA,S000002954-KanMX,S000002954,,,,,,,,,,,,NA,,
rec17485,yer053c-a,alpha-haploid KanMX disruption of YER053C-A (S000007523) in BY background,NA,NA,alpha,NA,S000007523-KanMX,S000007523,,,,,,,,,,,,NA,,
rec17488,sbh1,alpha-haploid KanMX disruption of SBH1 (S000002128) in BY background,NA,NA,alpha,NA,S000002128-KanMX,S000002128,,,,,,,,,,,,NA,,
rec17489,yer175w-a,alpha-haploid KanMX disruption of YER175W-A (S000028625) in BY background,NA,NA,alpha,NA,S000028625-KanMX,S000028625,,,,,,,,,,,,NA,,
rec17490,slo1,alpha-haploid KanMX disruption of SLO1 (S000028437) in BY background,NA,NA,alpha,NA,S000028437-KanMX,S000028437,,,,,,,,,,,,NA,,
rec17492,yfl041w-a,alpha-haploid KanMX disruption of YFL041W-A (S000028547) in BY background,NA,NA,alpha,NA,S000028547-KanMX,S000028547,,,,,,,,,,,,NA,,
rec17493,yfr012w-a,alpha-haploid KanMX disruption of YFR012W-A (S000007606) in BY background,NA,NA,alpha,NA,S000007606-KanMX,S000007606,,,,,,,,,,,,NA,,
rec17494,yfr032c-b,alpha-haploid KanMX disruption of YFR032C-B (S000028630) in BY background,NA,NA,alpha,NA,S000028630-KanMX,S000028630,,,,,,,,,,,,NA,,
rec17495,ygl006w-a,alpha-haploid KanMX disruption of YGL006W-A (S000028769) in BY background,NA,NA,alpha,NA,S000028769-KanMX,S000028769,,,,,,,,,,,,NA,,
rec17496,ygl007c-a,alpha-haploid KanMX disruption of YGL007C-A (S000028632) in BY background,NA,NA,alpha,NA,S000028632-KanMX,S000028632,,,,,,,,,,,,NA,,
rec17497,ygl041c-b,alpha-haploid KanMX disruption of YGL041C-B (S000028548) in BY background,NA,NA,alpha,NA,S000028548-KanMX,S000028548,,,,,,,,,,,,NA,,
rec17498,ygl188c-a,alpha-haploid KanMX disruption of YGL188C-A (S000028635) in BY background,NA,NA,alpha,NA,S000028635-KanMX,S000028635,,,,,,,,,,,,NA,,
rec17500,ygr035w-a,alpha-haploid KanMX disruption of YGR035W-A (S000028827) in BY background,NA,NA,alpha,NA,S000028827-KanMX,S000028827,,,,,,,,,,,,NA,,
rec17501,ygr121w-a,alpha-haploid KanMX disruption of YGR121W-A (S000028550) in BY background,NA,NA,alpha,NA,S000028550-KanMX,S000028550,,,,,,,,,,,,NA,,
rec17502,ygr146c-a,alpha-haploid KanMX disruption of YGR146C-A (S000028638) in BY background,NA,NA,alpha,NA,S000028638-KanMX,S000028638,,,,,,,,,,,,NA,,
rec17503,lso2,alpha-haploid KanMX disruption of LSO2 (S000028521) in BY background,NA,NA,alpha,NA,S000028521-KanMX,S000028521,,,,,,,,,,,,NA,,
rec17504,ygr174w-a,alpha-haploid KanMX disruption of YGR174W-A (S000028639) in BY background,NA,NA,alpha,NA,S000028639-KanMX,S000028639,,,,,,,,,,,,NA,,
rec17505,ygr204c-a,alpha-haploid KanMX disruption of YGR204C-A (S000028640) in BY background,NA,NA,alpha,NA,S000028640-KanMX,S000028640,,,,,,,,,,,,NA,,
rec17507,efg1,alpha-haploid KanMX disruption of EFG1 (S000007608) in BY background,NA,NA,alpha,NA,S000007608-KanMX,S000007608,,,,,,,,,,,,NA,,
rec17508,yhl015w-a,alpha-haploid KanMX disruption of YHL015W-A (S000028828) in BY background,NA,NA,alpha,NA,S000028828-KanMX,S000028828,,,,,,,,,,,,NA,,
rec17509,yhr007c-a,alpha-haploid KanMX disruption of YHR007C-A (S000028830) in BY background,NA,NA,alpha,NA,S000028830-KanMX,S000028830,,,,,,,,,,,,NA,,
rec17510,yhr022c-a,alpha-haploid KanMX disruption of YHR022C-A (S000028645) in BY background,NA,NA,alpha,NA,S000028645-KanMX,S000028645,,,,,,,,,,,,NA,,
rec17511,yhr050w-a,alpha-haploid KanMX disruption of YHR050W-A (S000028832) in BY background,NA,NA,alpha,NA,S000028832-KanMX,S000028832,,,,,,,,,,,,NA,,
rec17513,yhr086w-a,alpha-haploid KanMX disruption of YHR086W-A (S000028552) in BY background,NA,NA,alpha,NA,S000028552-KanMX,S000028552,,,,,,,,,,,,NA,,
rec17514,yhr175w-a,alpha-haploid KanMX disruption of YHR175W-A (S000028553) in BY background,NA,NA,alpha,NA,S000028553-KanMX,S000028553,,,,,,,,,,,,NA,,
rec17515,yil002w-a,alpha-haploid KanMX disruption of YIL002W-A (S000028835) in BY background,NA,NA,alpha,NA,S000028835-KanMX,S000028835,,,,,,,,,,,,NA,,
rec17516,yil046w-a,alpha-haploid KanMX disruption of YIL046W-A (S000028836) in BY background,NA,NA,alpha,NA,S000028836-KanMX,S000028836,,,,,,,,,,,,NA,,
rec17517,yil134c-a,alpha-haploid KanMX disruption of YIL134C-A (S000028556) in BY background,NA,NA,alpha,NA,S000028556-KanMX,S000028556,,,,,,,,,,,,NA,,
rec17518,yir018c-a,alpha-haploid KanMX disruption of YIR018C-A (S000028837) in BY background,NA,NA,alpha,NA,S000028837-KanMX,S000028837,,,,,,,,,,,,NA,,
rec17519,yir021w-a,alpha-haploid KanMX disruption of YIR021W-A (S000028838) in BY background,NA,NA,alpha,NA,S000028838-KanMX,S000028838,,,,,,,,,,,,NA,,
rec17520,vtc4,alpha-haploid KanMX disruption of VTC4 (S000003549) in BY background,NA,NA,alpha,NA,S000003549-KanMX,S000003549,,,,,,,,,,,,NA,,
rec17521,yjl047c-a,alpha-haploid KanMX disruption of YJL047C-A (S000028804) in BY background,NA,NA,alpha,NA,S000028804-KanMX,S000028804,,,,,,,,,,,,NA,,
rec17522,coa3,alpha-haploid KanMX disruption of COA3 (S000007611) in BY background,NA,NA,alpha,NA,S000007611-KanMX,S000007611,,,,,,,,,,,,NA,,
rec17523,yjl077w-b,alpha-haploid KanMX disruption of YJL077W-B (S000028662) in BY background,NA,NA,alpha,NA,S000028662-KanMX,S000028662,,,,,,,,,,,,NA,,
rec17524,yjl127c-b,alpha-haploid KanMX disruption of YJL127C-B (S000028522) in BY background,NA,NA,alpha,NA,S000028522-KanMX,S000028522,,,,,,,,,,,,NA,,
rec17526,yjl136w-a,alpha-haploid KanMX disruption of YJL136W-A (S000028806) in BY background,NA,NA,alpha,NA,S000028806-KanMX,S000028806,,,,,,,,,,,,NA,,
rec17528,lso1,alpha-haploid KanMX disruption of LSO1 (S000028523) in BY background,NA,NA,alpha,NA,S000028523-KanMX,S000028523,,,,,,,,,,,,NA,,
rec17529,tim8,alpha-haploid KanMX disruption of TIM8 (S000007348) in BY background,NA,NA,alpha,NA,S000007348-KanMX,S000007348,,,,,,,,,,,,NA,,
rec17530,yjr151w-a,alpha-haploid KanMX disruption of YJR151W-A (S000028557) in BY background,NA,NA,alpha,NA,S000028557-KanMX,S000028557,,,,,,,,,,,,NA,,
rec17531,ykl018c-a,alpha-haploid KanMX disruption of YKL018C-A (S000007615) in BY background,NA,NA,alpha,NA,S000007615-KanMX,S000007615,,,,,,,,,,,,NA,,
