strain_id,strain_name,strain_description,parents,background,mat,genotype,allele_id,gene_id,freezer,shelf,rack,pullout,insert,row,column,owner,date,publications,tags,strain_notes,warnings,filemaker
J1860,chc1,chc1::KanMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 chc1::KanMX,S000003174-KanMX,S000003174,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1861 ,ctf8,ctf8::KanMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 cltf8::KanMX,S000001234-KanMX,S000001234,-80C #2,8,3,3,2,5,1,Eden David,,,SGA-Query-KAN,,,FALSE
J1862,hal5,hal5::KanMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 hal5::KanMX,S000003701-KanMX,S000003701,-80C #2,8,3,3,2,5,2,Eden David,,,SGA-Query-KAN,,,FALSE
J1863,gpx2,gpx2::KanMX in SGA Query Background,R1458,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 gpx2::KanMX,S000000448-KanMX,S000000448,-80C #2,8,3,3,2,5,4,Eden David,,,SGA-Query-KAN,,,FALSE
J1864,"rad5-DE681,682AA","rad5-DE681,682AA marked with HPH",J1848,W303,a,"rad5-DE681,682AA::HPH",,S000004022,-80C #2,8,3,3,2,5,5,Eric Bryant,2017-10-10,,Project-RAD5-OE,Constructed by transforming with HPH amplified with RAD5-HPH-F and RAD5-HPH-R,,FALSE
J1865,rad5-I916A,rad5-I916A marked with HPH,J1849,W303,a,rad5-I916A::HPH,,S000004022,-80C #2,8,3,3,2,5,6,Eric Bryant,2017-10-10,,Project-RAD5-OE,Constructed by transforming with HPH amplified with RAD5-HPH-F and RAD5-HPH-R,,FALSE
J1866,"rad5-DEI681,682,916AAA","rad5-DEI681,682,916AAA marked with HPH",J1850,W303,a,"rad5-DEI681,682,916AAA::HPH",,S000004022,-80C #2,8,3,3,2,5,7,Eric Bryant,2017-10-10,,Project-RAD5-OE,Constructed by transforming with HPH amplified with RAD5-HPH-F and RAD5-HPH-R,,FALSE
J1867,rad5-RGRKK217_221EGEEE,rad5-RGRKK217_221EGEEE marked with HPH,J1851,W303,a,rad5-RGRKK217_221EGEEE::HPH,,S000004022,-80C #2,8,3,3,2,5,8,Eric Bryant,2017-10-10,,Project-RAD5-OE,Constructed by transforming with HPH amplified with RAD5-HPH-F and RAD5-HPH-R,,FALSE
J1868,rad5-R187E,rad5-R187E marked with HPH,J1852,W303,a,rad5-R187E::HPH,,S000004022,-80C #2,,,,,,,Eric Bryant,,,Project-RAD5-OE,Failure to mate. Constructed by transforming with HPH amplified with RAD5-HPH-F and RAD5-HPH-R,,
J1869,rad5-R229E,rad5-R229E marked with HPH,J1853,W303,a,rad5-R229E::HPH,,S000004022,-80C #2,8,3,3,2,5,2,Eric Bryant,2017-10-10,,Project-RAD5-OE,Constructed by transforming with HPH amplified with RAD5-HPH-F and RAD5-HPH-R,,FALSE
J1870,aft1,aft1::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 aft1::NatMX,S00000277-NatMX,S000002777,-80C #2,,,,,,,Eden David,,,SGA-Query-NAT,failed validation ,,
J1871,gpx2,gpx2::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 gpx2::NatMX,S000004811-NatMX,S000004811,-80C #2,8,3,3,4,4,8,Alice Serafin,2018-05-02,,SGA-Query-NAT,,,TRUE
J1872,ctf8,ctf8::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 rad51::NatMX,S000002483-NatMX,S000002483,-80C #2,,,,,,,Eden David,,,SGA-Query-NAT,reassigned new strain number,,
J1873,rad51,rad51::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 rad51::NatMX,S000001537-NatMX,S000001537,-80C #2,8,3,3,3,8,5,Eden David,,,SGA-Query-NAT,failed validation ,,
J1874,def1,def1:NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 def1::NatMX,S000001537-NatMX,S000001537,-80C #2,8,3,3,4,5,1,Alice Serafin,2018-05-02,,SGA-Query-NAT,,,TRUE
J1875,mms1,mms1:NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 mms1::NatMX,S000006368-NatMX,S000006368,-80C #2,8,3,3,3,3,8,Eden David,2017-11-27,,SGA-Query-NAT,,,TRUE
J1876,nup84,nup84::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 nup84::NatMX,S000002274-NatMX,S000002274,-80C #2,8,3,3,3,5,2,Eden David,2018-01-31,,SGA-Query-NAT,,,TRUE
J1877,rad2,rad2::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 rad2::NatMX,S000003490-NatMX,S000003490,-80C #2,8,3,3,3,4,1,Eden David,2017-11-27,,SGA-Query-NAT,,,TRUE
J1878,rad4,rad4::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 rad4::NatMX,S000000964-NatMX,S000000964,-80C #2,8,3,3,3,4,2,Eden David,2017-11-27,,SGA-Query-NAT,,,TRUE
J1879,rad57,rad57::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 rad57::NatMX,S000002411-NatMX,S000002411,-80C #2,8,3,3,3,4,3,Eden David,2017-11-27,,SGA-Query-NAT,,,TRUE
J1880,reg1,reg1::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 reg1::NatMX,S000002435-NatMX,S000002435,-80C #2,8,3,3,3,5,3,Eden David,2018-01-31,,SGA-Query-NAT,,,TRUE
J1881,rtt107,rtt107::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 rtt107::NatMX,S000001197-NatMX,S000001197,-80C #2,8,3,3,3,4,4,Eden David,2017-11-27,,SGA-Query-NAT,,,TRUE
J1882,rtt109,rtt109::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 rtt109:NatMX,S000003925-NatMX,S000003925,-80C #2,8,3,3,3,4,5,Eden David,2017-11-27,,SGA-Query-NAT,,,TRUE
J1883,snf2,snf2::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 snf2::NatMX,S000005816-NatMX,S000005816,-80C #2,8,3,3,3,5,4,Eden David,2018-01-31,,SGA-Query-NAT,,,TRUE
J1884,rad5,rad5::KanMX,W9100-17D,W303,a,"leu2-3,112 his3-11,15 ura3-1 lys2∆ rad5::KanMX",S000004022-KanMX,S000004022,-80C #2,8,3,3,2,8,2,Eric Bryant,2017-11-17,,Project-RAD5-OE,"Constructed by KanMX allele transfer from rec16430 (841325) using RAD5 proximal primers (758,759)",,FALSE
J1885,trm10,trm10::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 trm10::NatMX,S000005453-NatMX,S000005453,-80C #2,8,3,3,3,4,6,Eden David,2017-12-1,,SGA-Query-NAT,,,TRUE
J1886,zuo1,zuo1::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 zuo1::NatMX,S000003517-NatMX,S000003517,-80C #2,,,,,,,Eden David,,,SGA-Query-NAT,validation in progress,,FALSE
J1887,slx8,slx8::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 slx8::NatMX,S000000918-NatMX,S000000918,-80C #2,8,3,3,3,4,7,Eden David,2017-12-1,,SGA-Query-NAT,,,TRUE
J1888,wss1,wss1::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 wss1::NatMX,S000001176-NatMX,S000001176,-80C #2,8,3,3,3,4,8,Eden David,2017-12-1,,SGA-Query-NAT,,,TRUE
J1889,ctf8,ctf8::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 ctf8::NatMX,S000001234-NatMX,S000001234,-80C #2,8,3,3,3,5,1,Eden David,2017-12-1,,SGA-Query-NAT,,,TRUE
J1890,fob1,fob1::HphMX,W5270-1C,,,,,,,,,,,,,Ivana Sunjevaric,2017-11-28,,,,,
J1891,,,,,,,,,,,,,,,,,,,,Mistake in labelling,,
J1892,trm10,trm10::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 trm10::NatMX,S000005453-NatMX,S000005453,-80C #2,,,,,,,Eden David,,,SGA-Query-NAT,This strain is J1885,,
J1893,zuo1,zuo1::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 zuo1::NatMX,S000003517-NatMX,S000003517,-80C #2,,,,,,,Eden David,,,SGA-Query-NAT,This strain is J1886,,
J1894,slx8,slx8::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 slx8::NatMX,S000000918-NatMX,S000000918,-80C #2,,,,,,,Eden David,,,SGA-Query-NAT,This strain is J1887,,
J1895,wss1,wss1::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 wss1::NatMX,S000001176-NatMX,S000001176,-80C #2,,,,,,,Eden David,,,SGA-Query-NAT,This strain is J1888,,
J1896,ctf8,ctf8::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 ctf8::NatMX,S000001234-NatMX,S000001234,-80C #2,,,,,,,Eden David,,,SGA-Query-NAT,This strain is J1889,,
J1897,FLAG-RAD5,FLAG-RAD5 pop-in pop-out,W9100-17D,W303,a,"leu2-3,112 his3-11,15 ura3-1 lys2∆ FLAG-RAD5",S000004022-FLAG-Nterminus,S000004022,-80C #2,8,3,3,3,4,7,Eric Bryant,2017-01-11,-,Project-RAD5-OE,,,TRUE
J1898,rad5,rad5::NatMX,W11353-1A,W303,alpha,"leu2-3,112 his3-11,15 ura3-1 lys2∆ rad5::NatMX",S000004022-KanMX,S000004022,-80C #2,8,3,3,3,8,4,Eric Bryant,2018-02-23,,Project-RAD5-OE,,Needs Validation,FALSE
J1899,ctf18,ctf18::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 ctf18::NatMX,S000004683-NatMX,S000004683,-80C#2,8,3,3,4,4,5,Alice Serafin,2018-04-30,,SGA-Query-NAT,,,
J1900,gnd1,gnd1::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 gnd1::NatMX,S000001226-NatMX,S000001226,-80C #2,8,3,3,3,8,6,Eden David,,,,,,
J1901,ubc13,ubc13::NatMX in SGA Query Background,R1266,BY (S288C),alpha ,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 ubc13::NatMX,S000002499-NatMX,S000002499,-80C #2,8,3,3,3,8,7,Eden David,,,,,,
J1902,dcc1,dcc1::NatMX in SGA Query Background,R1266,BY (S288C),alpha ,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 dcc1::NatMX,S000000521-NatMX,S000000521,-80C #2,8,3,3,4,3,3,Alice Serafin,2018-04-23,,SGA-Query-NAT,,,TRUE
J1903,chc1,chc1::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 chc1::NatMX,S000003174-NatMX,S000003174,-80C #2,8,3,3,4,3,4,Alice Serafin,2018-04-23,,SGA-Query-NAT,,,TRUE
J1904,xrs2,xrs2::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 xrs2::NatMX,S000002777-NatMX,S000002777,-80C #2,8,3,3,4,3,2,Alice Serafin,2018-04-23,,SGA-Query-NAT,,,TRUE
J1905,rad50,rad50::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 rad50::NatMX,S000005194-NatMX,S000005194,-80C #2,8,3,3,4,4,6,Alice Serafin,2018-05-01,,SGA-Query-NAT,,,TRUE
J1906,pol32,pol32::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 pol32::NatMX,S000003804-NatMX,S000003804,-80C #2,8,3,3,4,4,4,Alice Serafin,2018-04-30,,SGA-Query-NAT,,,TRUE
J1907,ssz1,ssz1::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 ssz1::NatMX,S000001106-NatMX,S000001106,,,,,,,,,,,,,,
J1908,slx5,slx5::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 slx5::NatMX,S000002171-NatMX,S000002171,-80C #2,8,3,3,4,4,7,Alice Serafin,2018-05-02,,SGA-Query-NAT,,,TRUE
J1909,ccs1,ccs1::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 ccs1::NatMX,S000004641-NatMX,S000004641,,,,,,,,,,,,,,
J1910,mms22,mms22::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 mms22::NatMX,S000004312-NatMX,S000004312,,,,,,,,,,,,,,
J1911,cln1,cln1::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 cln1::NatMX,S000004812-NatMX,S000004812,,,,,,,,,,,,,,
J1912,arp6,arp6::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 arp6::NatMX,S000004075-NatMX,S000004075,,,,,,,,,,,,,,
J1913,tof1,tof1::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 tof1::NatMX,S000005217-NatMX,S000005217,,,,,,,,,,,,,,
J1914,hir2,hir2::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 hir2::NatMX,S000005564-NatMX,S000005564,,,,,,,,,,,,,,
J1915,rad17,rad17::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 rad17::NatMX,S000005895-NatMX,S000005895,,,,,,,,,,,,,,
J1916,cka2,cka2::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 cka2::NatMX,S000005587-NatMX,S000005587,,,,,,,,,,,,,,
J1917,top1,top1::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 top1::NatMX,S000005366-NatMX,S000005366,,,,,,,,,,,,,,
J1918,vps41,vps41::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 vps41::NatMX,S000002487-NatMX,S000002487,,,,,,,,,,,,,,
J1919,erd1,erd1::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆ his3∆1 leu2∆0 ura3∆0 met15∆0 erd1::NatMX,S000002822-NatMX,S000002822,,,,,,,,,,,,,,
